ResponseId,UserLanguage,Q2_1,Q2_2,Q3,Q4,Q15,Q16,Q17,Q18,Q18_4_TEXT,Q19,Q19_4_TEXT,Q5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_11,Q6_11_TEXT,Q20,Q7,Q7_10_TEXT,Q12,Q13,Q14,Q21
R_3Ood0CmmZLIJqLg,EN,Rio Grande Valley,Mission,,10th Grade,5+ years,Hispanic/Latino,White,Single family in the home,,My spouse or student's other parent/guardian/step-parent,,"$50,000 - $74,999",,,,,,,,,,,,,100 road to college,"Strong academic performance of students,Commitment to college readiness,Individualized learning experience for students,High-quality teaching staff,Extracurricular opportunities for students,Social emotional learning and growth,Convenient location/Proximity to home or work,Relationship with teachers/staff,Commitment to school safety and security",,More meetings in spanish,More counseling,Because the system of teaching,No
R_1dKOPydAigHmAJN,EN,Rio Grande Valley,Riverview,,"Kinder,2nd Grade,3rd Grade,5th Grade,12th Grade",5+ years,Hispanic/Latino,White,Live with another family or multiple families,,My spouse or student's other parent/guardian/step-parent,,"$50,000 - $74,999",10,5,7,4,6,2,3,8,9,11,1,,Children’s safety and education ,Commitment to school safety and security,,Better communication ,,Great school and more secure,
R_117LsqA3Ea4y4PI,EN,San Antonio,Walzem,,2nd Grade,3-4 years,Non Hispanic or Latino,Black of African American,Single family in the home,,Myself,,"Less than $25,000",6,5,2,9,8,10,3,1,4,7,11,,I wanted my child to have the best education possible and to excell!,"Strong academic performance of students,Commitment to college readiness,Social emotional learning and growth,Convenient location/Proximity to home or work,Commitment to school safety and security",,,,,
R_1HjJGVMnWieU6Wa,EN,El Paso,Horizon Vista,,Kinder,Less than 1 year,Hispanic/Latino,White,Single family in the home,,Myself,,"$150,000 - $199,999",10,4,2,5,3,7,6,1,8,9,11,Real Life Learning,Family ,Other (Please specify),Haven’t made that decision yet,Pick up their overall state C rating,,No comment ,
R_324NwAiU7HQTbwp,EN,Rio Grande Valley,Frontier,,"3rd Grade,6th Grade",5+ years,Hispanic/Latino,White,Single family in the home,,Myself,,"$25,000 - $49,999",10,6,4,7,5,8,3,1,2,9,11,,Close to home and a good school,"Strong academic performance of students,Commitment to college readiness,Convenient location/Proximity to home or work",,"The school needs officers trained and ready to protect our children when at school in order for them to feel safe going to school, more after school sports and band, Not changing teachers most of the time through out the year.",,,
R_2dWKTRaZ52K0YCm,EN,,,Idea walzem,"6th Grade,12th Grade",5+ years,,Black of African American,Single family in the home,,Myself,,"$25,000 - $49,999",1,2,3,4,5,7,8,9,10,11,6,,,,,More communication between teachers students and parents ,Stop ignoring students over others,Think teice,No
R_1QbBXV6TIbJq4xy,EN,San Antonio,Hidden Meadow,1,7th Grade,1-2 years,Hispanic/Latino,,Single family in the home,,Myself,,"Less than $25,000",1,3,4,5,9,2,6,7,8,10,11,,Better future and opportunity for my child,"Strong academic performance of students,Commitment to college readiness",,"I have experienced my child being by teacher, I truly believe the discipline and professionalism of teachers should be better and administrators be more stern with discipline",More professionalism with teachers and discipline structure be better ,To be committed and put 100% with your student,Hoping the following years are better in discipline and bullying and professionalism from teachers as well with more administration available 
R_Q9tv1MfT9h7nY9b,EN,El Paso,Edgemere,,3rd Grade,1-2 years,Hispanic/Latino,White,Single family in the home,,Myself,,"$50,000 - $74,999",9,1,4,5,3,8,7,6,2,10,11,,My son peaked at IDEA. More than any other school has and they allow my child to be themselves. They nourish his mind and it’s amazing. My child loves their teachers. ,"Strong academic performance of students,Individualized learning experience for students,High-quality teaching staff,Relationship with teachers/staff",,Allowing the kids to take a bus would be awesome!,Help with a bus route ,I’d say yes enroll them. Give Idea a chance and you’ll see how well your child does. ,Love the school 
R_3RvXSMeqRC3CIU4,EN,San Antonio,Walzem,,"7th Grade,12th Grade",5+ years,Hispanic/Latino,White,Single family in the home,,"Myself,My spouse or student's other parent/guardian/step-parent,The student",,"$75,000 - $99,999",2,4,5,8,9,7,10,1,6,3,11,,Individualized learning (academy) and college going culture,Commitment to college readiness,,"Provide more opportunities for students to learn useful skills like carpentry, computers, welding, etc.","More individualized learning in the upper grades, more elective choices","Tour the school, attend info sessions and make sure it’s the right fit for your family","As a parent, my experience has been relatively positive."
R_NWFWBAm1uoFCkEx,ES-ES,Rio Grande Valley,Frontier,,"7th Grade,9th Grade",5+ years,Hispanic/Latino,White,Single family in the home,,Myself,,"Less than $25,000",1,6,5,9,7,8,10,3,4,2,11,,El enfoque universitario ,"Strong academic performance of students,Commitment to college readiness,Individualized learning experience for students,High-quality teaching staff,Extracurricular opportunities for students,Social emotional learning and growth,Commitment to school safety and security",,Los maestros de antes brindaban mejor atención. Ahora sólo algunos ,Apoyandolo y comunicación con los padres ,Excelente oportunidad ,Por el horario amplio y vivimos lejos. No tanta tarea por favor 
R_1j8Gk5NOeVoSeXP,EN,San Antonio,Ewing Halsell,,"4th Grade,11th Grade",5+ years,Hispanic/Latino,White,My student splits time between households/joint custody,,Myself,,"Less than $25,000",,,,,,,,,,,,,College for All motto ,"Strong academic performance of students,Commitment to college readiness,Individualized learning experience for students,Convenient location/Proximity to home or work,Commitment to school safety and security",,Communication with the parents. Communication is bad. Keeping teachers staffed a lot of teachers have quit this year leaving the kids without teachers. Poor administration staff most are very rude.,By making sure teachers are staffed and not have substitutes all year long. Talking to the kids with respect and treat them with respect and allow the students to go on field trips ,Think twice about enrolling them at idea Ewing halsell,No
R_32XBVcrKn6dWnJe,EN,Rio Grande Valley,Pharr,,"1st Grade,5th Grade,11th Grade",5+ years,Hispanic/Latino,,Other (Please specify),With mom and siblings. ,Myself,,"$25,000 - $49,999",1,2,3,4,5,6,7,9,11,10,8,,Student are involved in classes and are a year ahead all the time. ,"Strong academic performance of students,Commitment to college readiness,Individualized learning experience for students,High-quality teaching staff,Social emotional learning and growth",,"As of now better communication with teachers, other than in meetings. Sometimes i ask something and they don’t reply.  ",,Recommend 100% less problems with students i regards to fights and bad language ,I love it and i feel that even though its not the best school with sports my kids are save and have a future. Other than sports theme i love idea. 
R_2y1HZ0LmzjVf3d9,EN,San Antonio,Converse,,6th Grade,Less than 1 year,Hispanic/Latino,White,My student splits time between households/joint custody,,Myself,,"$100,000 - $149,999",3,6,5,8,9,4,10,2,1,7,11,,Zero tolerance bullying policy ,"Strong academic performance of students,Commitment to college readiness,Convenient location/Proximity to home or work",,Enforcing the bullying policy ,Enforcing the anti-bullying policy ,Be involved ,No
R_305J2hErrktL0oS,EN,San Antonio,Burke,,6th Grade,1-2 years,Hispanic/Latino,White,My student splits time between households/joint custody,,Myself,,"$50,000 - $74,999",8,4,2,3,5,6,7,1,10,9,11,,Academics,"Strong academic performance of students,Individualized learning experience for students,High-quality teaching staff,Extracurricular opportunities for students,Social emotional learning and growth,Relationship with teachers/staff,Commitment to school safety and security",,More teacher parent communication and better drop off procedure ,Offer students to play sports at other schools until a better sport program is provided ,Try it ,Please work on drop off procedures 
R_VPc4k7LEo6ibNMl,EN,San Antonio,Brackenridge,,4th Grade,3-4 years,Non Hispanic or Latino,White,My student splits time between households/joint custody,,Myself,,"$50,000 - $74,999",,,,,,,,,,,,,It looked much better than the public schools in the area,"Strong academic performance of students,Individualized learning experience for students,Convenient location/Proximity to home or work",,"I think there needs to be better communication with teachers and parents. Also, the appreciation and encourage good attendance but give no real appreciation for good grades of students. They also have a lot of bad behaving kids in the 4th grade and they need to have a better discipline system because what they do now isn’t enough. ",More individualized help with curriculum and appreciation of good grades. More sports and music offered to academy students. No more 15 kids out of 130 that are allowed into one sport.,It is good but it definitely can be a lot better.,
R_2f2Mnfwq2Zm8XQD,EN,San Antonio,Judson,,3rd Grade,3-4 years,Non Hispanic or Latino,White,Single family in the home,,Myself,,"$50,000 - $74,999",6,4,1,5,3,10,8,9,2,7,11,,I had heard nothing but great things about the school and wanted to make sure my child learned and was prepared.,"Strong academic performance of students,Commitment to college readiness,Individualized learning experience for students,High-quality teaching staff,Social emotional learning and growth,Relationship with teachers/staff,Commitment to school safety and security,Other (Please specify)",My daughter wants to be there.,Communication when things happen at the school needs to be better.  It is not fun to find things out from other people.,,I would tell them that it is a great idea and then explain how well my child is doing. ,
R_2t9drvxHxKbZktG,EN,Rio Grande Valley,Los Encinos,,3rd Grade,3-4 years,Hispanic/Latino,White,Single family in the home,,Myself,,"$75,000 - $99,999",3,5,6,8,2,10,9,7,1,4,11,,It was Covid-19 Pandemics and it was the only school that offered in person learning ,"Strong academic performance of students,Commitment to college readiness,Individualized learning experience for students,High-quality teaching staff,Social emotional learning and growth,Relationship with teachers/staff,Commitment to school safety and security",,,,Do it ,"No regrets, my child’s learning experience is fenomenal and he goes happy to school I love all the enthusiastic staff everyday "
R_Toq6x8uzoLseTnz,ES-ES,Rio Grande Valley,Brownsville,,"Kinder,6th Grade",Less than 1 year,Hispanic/Latino,,Single family in the home,,Myself,,"$50,000 - $74,999",1,3,5,2,6,4,8,7,9,10,11,,Su seguridad ,"Strong academic performance of students,High-quality teaching staff,Commitment to school safety and security",,,,,
R_242XV1AaEKzd9s9,EN,El Paso,Mesa Hills,,8th Grade,1-2 years,Hispanic/Latino,White,Single family in the home,,"Myself,My spouse or student's other parent/guardian/step-parent,The student",,"$25,000 - $49,999",7,2,4,5,3,10,9,1,8,6,11,,A safer alternative to Middle Schools in El Paso,"Commitment to college readiness,Social emotional learning and growth,Commitment to school safety and security",,,More one on one teaching strategies.,Give it a try. ,Keep up the good work!
R_XBAuBeOV2OSO6o9,EN,Rio Grande Valley,Tres Lagos,,6th Grade,5+ years,Non Hispanic or Latino,Asian,Single family in the home,,"Myself,My spouse or student's other parent/guardian/step-parent",,"$75,000 - $99,999",8,4,6,7,1,5,9,2,3,10,11,,College preparation,"Strong academic performance of students,Commitment to college readiness,Individualized learning experience for students,High-quality teaching staff,Extracurricular opportunities for students,Social emotional learning and growth,Convenient location/Proximity to home or work,Relationship with teachers/staff,Commitment to school safety and security",,More parent teacher Communication ,,,
R_1ewwMXuEMpphMwy,EN,San Antonio,Hidden Meadow,,8th Grade,1-2 years,Non Hispanic or Latino,White,Single family in the home,,Myself,,"$100,000 - $149,999",1,9,2,8,4,3,10,7,6,5,11,,,"Strong academic performance of students,Commitment to college readiness,Extracurricular opportunities for students",,Start and end time for the different school grades. Does not seem that the school puts a great importance on parents and students time.,I would like to see more options as far as different classes go.,I would say it is well worth it.,
R_1et9f1Th9Pa7pSN,EN,Rio Grande Valley,Edinburg,Idea Edinburg ,5th Grade,5+ years,Hispanic/Latino,White,Single family in the home,,Myself,,"Less than $25,000",1,2,3,4,5,6,7,8,10,11,9,,Because idea provides one on one teachers with students that need extra help,"Strong academic performance of students,Individualized learning experience for students,Convenient location/Proximity to home or work",,Not to stress nor pressure students,Adding more sports ,Not to hesitate on enrolling kids to Idea,No
R_ddjLeC5Ic3uRKgh,EN,Rio Grande Valley,Mission,,"4th Grade,11th Grade",5+ years,Hispanic/Latino,White,,,Myself,,"Less than $25,000",10,3,6,5,4,7,8,1,2,9,11,,,Social emotional learning and growth,,Safety and understanding the child needs ,Safety and understanding the needs of the student,,
R_2Xng4reUEr6j1CY,EN,El Paso,Mesquite Hills,,1st Grade,1-2 years,Hispanic/Latino,Black of African American,Live with another family or multiple families,,Myself,,"Less than $25,000",2,3,8,7,5,10,9,6,4,1,11,,Near home ,"Strong academic performance of students,Commitment to college readiness,Individualized learning experience for students,High-quality teaching staff,Extracurricular opportunities for students,Social emotional learning and growth,Convenient location/Proximity to home or work,Relationship with teachers/staff,Commitment to school safety and security",,Extracurricular,Less hours for children,Great school,N/a
R_1okaA82PQAgdoIr,EN,Rio Grande Valley,Harlingen,,1st Grade,3-4 years,Hispanic/Latino,White,Single family in the home,,Myself,,"$25,000 - $49,999",5,3,1,6,7,8,10,2,4,9,11,,,,,,,,
R_3g4R8grLJyNGvfY,EN,Rio Grande Valley,Frontier,,"Kinder,3rd Grade",3-4 years,Hispanic/Latino,White,Single family in the home,,Myself,,"Less than $25,000",1,3,4,5,6,7,10,8,2,9,11,,,"Commitment to college readiness,Convenient location/Proximity to home or work",,,,,
