ResponseId,UserLanguage,Q2_1,Q2_2,Q3,Q4,Q5,Q6_4,Q6_13,Q6_2,Q6_3,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_11,Q6_12,Q6_12_TEXT,Q7,Q7_8_TEXT,Q8,Q8_5_TEXT,Q9,Q9_10_TEXT,Q10,Q10_7_TEXT,Q11,Q12,Q13,Q14
R_3pu4qI4EpYlXCyz,EN,Jacksonville,River Bluff,Bassett,5th Grade,"$100,000 - $149,999",4,1,8,2,6,5,7,11,10,9,3,12,,"Reputation for academic excellence/Track record of success,Commitment to college preparation,Family partnership approach,The availability of individualized learning opportunities",,"Preparing for college,Developing a well-rounded skillset,Developing strong character traits",,Availability of transportation,,Other (Please specify),New school being built in our neighborhood ,No,"Higher level educational opportunities, smaller class size, individualized programs, communication between school and family.",Communication,
R_3M35vZIWm68i3tq,EN,Rio Grande Valley,Sports Park,,4th Grade,"$50,000 - $74,999",1,2,3,4,6,5,7,8,9,10,11,12,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Commitment to college preparation,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,,,Other (Please specify),Son has been going to idea since 1st grade,Yes,N/A,,
R_56dGB6MQSu3UU1P,EN,Cincinnati,Valley View,,Kinder,"$50,000 - $74,999",3,5,6,8,7,9,10,12,4,2,1,11,,"Reputation for academic excellence/Track record of success,Focus on whole child development,Commitment to college preparation,Family partnership approach,Highly qualified and trained staff",,"Developing a well-rounded skillset,Developing strong character traits",,,,Online search,,Yes,Full Day kinder Program that is open to all Districts ,"Smaller class sizes, whole child development ","Uniform program, focus on career & college bound "
R_2VCJZgSOufmVkzJ,EN,Rio Grande Valley,Brownsville,No,"Kinder,2nd Grade,6th Grade","$25,000 - $49,999",3,4,5,2,6,8,9,12,10,7,1,11,,Reputation for academic excellence/Track record of success,,Developing a well-rounded skillset,,Social Emotional Learning Programs,,Referral from friend or family member,,No,,,
R_1kStOURF7TArrAO,EN,Greater Houston Area,Lake Houston,,2nd Grade,"Less than $25,000",,,,,,,,,,,,,,Focus on whole child development,,Preparing for college,,Career and Technical Education programs,,Online search,,Yes,Caring and supportive teachers ,,
R_1QachVdFGN8WOP1,ES-ES,Tarrant County,Edgecliff,No,"1st Grade,4th Grade,7th Grade","$25,000 - $49,999",1,2,4,3,5,7,6,8,9,10,11,12,,Highly qualified and trained staff,,Preparing for college,,Availability of transportation,,Referral from friend or family member,,Yes,Mejor ambiente ,Educación ,
R_2aPLHYCeiMDDspX,ES-ES,Rio Grande Valley,,,6th Grade,"Less than $25,000",2,6,8,5,7,1,10,11,9,3,4,12,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset",,"Availability of transportation,Safety and security,Diversity and inclusion,Social Emotional Learning Programs",,Referral from friend or family member,,Yes,Ingresa a Middle school ,Mayor oportunidad en el desarrollo individual y deportivo,
R_1ociRiTyKMNKrZD,EN,Southern Louisiana,,,"Pre-k,7th Grade","Less than $25,000",2,1,3,4,5,6,7,8,9,10,11,12,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Commitment to college preparation,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,,,,,Yes,Better environment,More patience,
R_BWao9l4UgOwNeFz,EN,Permian Basin,Yukon,,Kinder,"$50,000 - $74,999",3,1,4,5,7,6,8,9,10,11,2,12,,,,"Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,Safety and security,,Referral from friend or family member,,No,She’s never been to school before and I want her to go to a good school who care about the children and their education ,More academic focused better community ,
R_zeBMbGroOFAre25,EN,Rio Grande Valley,,Edinburg McAllen pharr,5th Grade,"$50,000 - $74,999",4,7,9,3,11,1,5,10,8,6,2,12,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Commitment to college preparation,Family partnership approach",,"Preparing for college,Developing a well-rounded skillset,Developing strong character traits",,"Availability of transportation,Diversity and inclusion",,"Referral from friend or family member,Radio or TV advertisement",,Yes,Friendly helpful staff and organization ,Bilingual education and more hands on learning ,
R_1KfDoiMKXj3XKBZ,EN,San Antonio,Mays,,2nd Grade,"$25,000 - $49,999",1,2,3,4,5,7,6,8,9,10,11,12,,"Reputation for academic excellence/Track record of success,Focus on whole child development,Commitment to college preparation,Family partnership approach",,,,,,,,,moved to another apartment,,
R_1JKtnAupjo88AEc,EN,Austin,Round Rock Tech,,Kinder,"$75,000 - $99,999",2,3,6,8,4,5,7,10,11,9,1,12,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Commitment to college preparation,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff,Other (Please specify)",Striving for the best education for my child,"Preparing for college,Developing a well-rounded skillset,Developing strong character traits",,Other (Please specify),None,"Referral from friend or family member,Social media",,Yes,Higher education focus,Smaller class sizes,None
R_1JUSGyQSpIvkB52,ES-ES,Rio Grande Valley,McAllen,Pharr,"7th Grade,11th Grade","Less than $25,000",1,4,5,6,11,7,3,2,9,10,8,12,,"Focus on whole child development,Commitment to college preparation",,"Preparing for college,Pursuing a specific career of field",,Career and Technical Education programs,,Referral from friend or family member,,Yes,Mejor educación ,,
R_2XjvmWKXZE6FPD8,EN,Permian Basin,Yukon,,1st Grade,"$75,000 - $99,999",2,7,6,3,4,5,8,12,9,10,1,11,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Developing a well-rounded skillset,Developing strong character traits",,Cost of attendance,,Referral from friend or family member,,No,Current classroom sizes are too big and we need more individualized work ,Smaller classroom ratio so my sons can better succeed,
R_1mjSNQkHwDuMetX,EN,Greater Houston Area,Spears,,1st Grade,"$25,000 - $49,999",1,4,8,3,6,2,9,5,10,7,11,12,,"Reputation for academic excellence/Track record of success,Focus on whole child development,Family partnership approach,Highly qualified and trained staff",,"Developing a well-rounded skillset,Developing strong character traits",,"Availability of transportation,Cost of attendance,Class sizes,Bilingual Education Program,Social Emotional Learning Programs",,"Online search,Referral from friend or family member",,No,SPED classes and overall inclusion ,Teachers all well trained and parent teacher inclusion ,Would like for him to want to go to school again 
R_0kvicVnuOsQlMpr,EN,El Paso,Edgemere,,9th Grade,"$50,000 - $74,999",1,2,10,9,5,7,6,8,11,4,3,12,,"Reputation for academic excellence/Track record of success,Focus on whole child development,Commitment to college preparation,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,"Cost of attendance,Class sizes,Diversity and inclusion,Curriculum and academic rigor,Social Emotional Learning Programs",,Referral from friend or family member,,Yes,,Its,
R_BVrczweM0A5fisp,EN,Austin,Round Rock Tech,,9th Grade,"$200,000 or more",2,3,8,6,9,5,4,10,11,7,1,12,,"Reputation for academic excellence/Track record of success,Commitment to college preparation,Highly qualified and trained staff",,"Preparing for college,Developing strong character traits",,Availability of transportation,,Online search,,Yes,She needs socialization not possible through online school.,"Socialization, time with peers and interacting.",
R_UMyklKhEQclOiJj,ES-ES,Permian Basin,Yukon,,1st Grade,"$100,000 - $149,999",2,3,4,5,6,8,9,1,7,12,10,11,,"Reputation for academic excellence/Track record of success,Focus on whole child development,Commitment to college preparation,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Developing a well-rounded skillset,Developing strong character traits",,"Cost of attendance,Class sizes,Bilingual Education Program",,Online search,,Yes,Mudanza ,Muchas más actividades y mejor nivel académico ,La educación bilingüe 
R_2e9UyNcJiGAw79e,EN,Permian Basin,Yukon,,"2nd Grade,8th Grade","$100,000 - $149,999",1,8,6,3,5,9,2,12,7,10,4,11,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Commitment to college preparation,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Developing strong character traits",,"Safety and security,Diversity and inclusion,Career and Technical Education programs",,Referral from friend or family member,,Yes,College preparation and college acceptance from IDEA,Safety and security. My child’s will have the proper education to enroll in a college they would like.,
R_1eQ5d3APsS7U7t8,EN,El Paso,Mesa Hills,,8th Grade,"$50,000 - $74,999",3,2,7,4,9,6,5,10,11,8,1,12,,"Focus on whole child development,Commitment to college preparation,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Developing strong character traits",,"Availability of transportation,Class sizes,Safety and security,Curriculum and academic rigor,Social Emotional Learning Programs",,Referral from friend or family member,,Yes,School working with parents to achieve educational goals ,My child should be college ready upon graduation ,No
R_2fpbBv06pVeuxVE,EN,Greater Houston Area,Spears,,"5th Grade,8th Grade","Less than $25,000",2,1,3,4,6,9,10,12,8,7,5,11,,"The availability of extracurricular activities,Focus on whole child development,Family partnership approach,The availability of individualized learning opportunities",,"Developing a well-rounded skillset,Developing strong character traits",,"Availability of transportation,Cost of attendance,Class sizes,Safety and security,Curriculum and academic rigor,Career and Technical Education programs,Social Emotional Learning Programs",,Online search,,No,,working together for the children,no
R_1oI7MeRBf8bWXsx,ES-ES,,,,6th Grade,"Less than $25,000",1,2,3,4,5,10,6,7,8,12,9,11,9,Commitment to college preparation,,Pursuing a specific career of field,,Availability of transportation,,Other (Please specify),Por medio de la misma escuela,Yes,Por un mejor aprendisaje y educación ,La escuela asido excelente y x esa misma rrazon quero que siga la misma disciplina,Espero muchas cosas nuevas en otra nueva etapa que comensara mi hijo 
R_2sU20KH0L7q6jR7,EN,Tampa,Hope,,"6th Grade,8th Grade","$25,000 - $49,999",2,3,8,4,10,6,7,11,5,9,1,12,,"Reputation for academic excellence/Track record of success,Commitment to college preparation,Family partnership approach,The availability of individualized learning opportunities",,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,"Availability of transportation,Class sizes,Social Emotional Learning Programs",,Online search,,No,New in town,Strong academic and social-emotional support. Inclusion and individualized attention for special Ed students. ,
